'Blueberries' Buckshot | NSWC SEAL//176209284
Dual Berettas | Drift Wood (Factory New)//176263017
Dual Berettas | Drift Wood (Minimal Wear)//176262939
Dual Berettas | Dualing Dragons (Minimal Wear)//67061010
Dual Berettas | Hemoglobin (Factory New)//1916909
Dual Berettas | Hemoglobin (Field-Tested)//1919470
Dual Berettas | Hemoglobin (Minimal Wear)//1917305
Dual Berettas | Marina (Factory New)//3452327
Dual Berettas | Marina (Field-Tested)//3440886
Dual Berettas | Marina (Minimal Wear)//3442260
Dual Berettas | Melondrama (Field-Tested)//176288529
Dual Berettas | Melondrama (Minimal Wear)//176288536
Dual Berettas | Moon in Libra (Factory New)//49419392
Dual Berettas | Moon in Libra (Minimal Wear)//49419381
Dual Berettas | Panther (Field-Tested)//6820890
Dual Berettas | Panther (Minimal Wear)//6821517
Dual Berettas | Panther (Well-Worn)//6821047
Dual Berettas | Pyre (Battle-Scarred)//176096653
Dual Berettas | Pyre (Factory New)//176097524
Dual Berettas | Pyre (Field-Tested)//176096572
Dual Berettas | Pyre (Minimal Wear)//176096617
Dual Berettas | Retribution (Field-Tested)//8987886
Dual Berettas | Royal Consorts (Battle-Scarred)//175854312
Dual Berettas | Royal Consorts (Factory New)//175854351
Dual Berettas | Switch Board (Battle-Scarred)//176209430
Dual Berettas | Switch Board (Factory New)//176209263
Dual Berettas | Switch Board (Field-Tested)//176209172
Dual Berettas | Switch Board (Minimal Wear)//176209354
Dual Berettas | Switch Board (Well-Worn)//176209525
Dual Berettas | Twin Turbo (Battle-Scarred)//176012640
Dual Berettas | Twin Turbo (Factory New)//176012621
Dual Berettas | Twin Turbo (Field-Tested)//176012519
Dual Berettas | Twin Turbo (Well-Worn)//176012726
Dual Berettas | Urban Shock (Factory New)//29205250
Dual Berettas | Ventilators (Minimal Wear)//149865794
Dust II Pin//154300184
Easy Peasy Pin//175970602
Enforcer | Phoenix//176096444
eSports Key//3440751
FAMAS | Afterimage (Factory New)//3442287
FAMAS | Afterimage (Minimal Wear)//3444577
FAMAS | CaliCamo (Factory New)//176263032
FAMAS | CaliCamo (Minimal Wear)//176262798
FAMAS | Commemoration (Battle-Scarred)//176091986
FAMAS | Commemoration (Factory New)//176091824
FAMAS | Commemoration (Field-Tested)//176091842
FAMAS | Commemoration (Minimal Wear)//176091908
FAMAS | Crypsis (Factory New)//176042528
FAMAS | Dark Water (Field-Tested)//176209522
FAMAS | Dark Water (Minimal Wear)//176209438
FAMAS | Djinn (Field-Tested)//40092016
FAMAS | Djinn (Minimal Wear)//40092064
FAMAS | Djinn (Well-Worn)//40094821
FAMAS | Doomkitty (Minimal Wear)//1321405
FAMAS | Eye of Athena (Battle-Scarred)//175999987
FAMAS | Eye of Athena (Factory New)//175999971
FAMAS | Eye of Athena (Field-Tested)//175999942
FAMAS | Eye of Athena (Minimal Wear)//176000006
FAMAS | Eye of Athena (Well-Worn)//176000050
FAMAS | Hexane (Factory New)//1916468
FAMAS | Hexane (Field-Tested)//1916924
FAMAS | Hexane (Minimal Wear)//1916935
FAMAS | Macabre (Battle-Scarred)//175896320
FAMAS | Macabre (Minimal Wear)//175896290
FAMAS | Mecha Industries (Factory New)//175854227
FAMAS | Mecha Industries (Field-Tested)//175854222
FAMAS | Mecha Industries (Minimal Wear)//175854293
FAMAS | Mecha Industries (Well-Worn)//175854287
FAMAS | Meltdown (Factory New)//176262581
FAMAS | Meltdown (Field-Tested)//176262587
FAMAS | Meltdown (Minimal Wear)//176262594
FAMAS | Meltdown (Well-Worn)//176262848
FAMAS | Meow 36 (Factory New)//176321233
FAMAS | Neural Net (Battle-Scarred)//49359093
FAMAS | Neural Net (Factory New)//49359111
FAMAS | Neural Net (Minimal Wear)//49359085
FAMAS | Night Borre (Battle-Scarred)//176096652
FAMAS | Night Borre (Factory New)//176096627
FAMAS | Night Borre (Field-Tested)//176096485
FAMAS | Night Borre (Minimal Wear)//176096412
FAMAS | Prime Conspiracy (Factory New)//176209465
FAMAS | Prime Conspiracy (Field-Tested)//176209238
FAMAS | Prime Conspiracy (Minimal Wear)//176209347
FAMAS | Pulse (Factory New)//3442160
FAMAS | Pulse (Field-Tested)//3442138
FAMAS | Pulse (Well-Worn)//3444663
FAMAS | Rapid Eye Movement (Factory New)//176288632
FAMAS | Rapid Eye Movement (Minimal Wear)//176288541
FAMAS | Roll Cage (Battle-Scarred)//165031030
FAMAS | Roll Cage (Factory New)//165043270
FAMAS | Roll Cage (Field-Tested)//165027713
FAMAS | Roll Cage (Minimal Wear)//165031024
FAMAS | Roll Cage (Well-Worn)//165030996
FAMAS | Sergeant (Field-Tested)//7178656
FAMAS | Sergeant (Minimal Wear)//7184820
FAMAS | Styx (Factory New)//18539024
FAMAS | Styx (Field-Tested)//18531017
FAMAS | Styx (Well-Worn)//18536816
FAMAS | Sundown (Factory New)//176096985
FAMAS | Sundown (Field-Tested)//176097272
FAMAS | Survivor Z (Factory New)//67060962
FAMAS | Survivor Z (Minimal Wear)//67060956
FAMAS | Teardown (Factory New)//2387652
FAMAS | Valence (Factory New)//139654845
FAMAS | Valence (Field-Tested)//139654801
FAMAS | Valence (Minimal Wear)//139654818
FAMAS | Valence (Well-Worn)//139673175
FAMAS | Waters of Nephthys (Battle-Scarred)//176369980
FAMAS | Waters of Nephthys (Factory New)//176369982
FAMAS | Waters of Nephthys (Field-Tested)//176369908
FAMAS | ZX Spectron (Battle-Scarred)//176262702
FAMAS | ZX Spectron (Factory New)//176262849
FAMAS | ZX Spectron (Minimal Wear)//176262644
Five-SeveN | Angry Mob (Battle-Scarred)//176042598
Five-SeveN | Angry Mob (Factory New)//176042609
Five-SeveN | Angry Mob (Field-Tested)//176042614
Five-SeveN | Angry Mob (Minimal Wear)//176042557
Five-SeveN | Angry Mob (Well-Worn)//176042754
Five-SeveN | Anodized Gunmetal (Factory New)//1544465
Five-SeveN | Berries And Cherries (Factory New)//176209175
Five-SeveN | Berries And Cherries (Minimal Wear)//176209478
Five-SeveN | Boost Protocol (Factory New)//176262685
Five-SeveN | Boost Protocol (Field-Tested)//176262561
Five-SeveN | Boost Protocol (Minimal Wear)//176262690
Five-SeveN | Buddy (Minimal Wear)//176091858
Five-SeveN | Candy Apple (Factory New)//1591975
Five-SeveN | Candy Apple (Field-Tested)//1591974
Five-SeveN | Case Hardened (Battle-Scarred)//1918261
Five-SeveN | Case Hardened (Factory New)//1918556
Five-SeveN | Case Hardened (Field-Tested)//1918036
Five-SeveN | Case Hardened (Minimal Wear)//1917617
Five-SeveN | Case Hardened (Well-Worn)//1917614
Five-SeveN | Copper Galaxy (Factory New)//6821583
Five-SeveN | Crimson Blossom (Factory New)//176096657
Five-SeveN | Crimson Blossom (Field-Tested)//176097076
Five-SeveN | Crimson Blossom (Minimal Wear)//176096518
Five-SeveN | Fairy Tale (Battle-Scarred)//176209381
Five-SeveN | Fairy Tale (Field-Tested)//176209276
Five-SeveN | Fairy Tale (Minimal Wear)//176209417
Five-SeveN | Fairy Tale (Well-Worn)//176209245
Five-SeveN | Fall Hazard (Field-Tested)//176263227
Five-SeveN | Flame Test (Factory New)//175966783
Five-SeveN | Fowl Play (Field-Tested)//14962972
Five-SeveN | Fowl Play (Minimal Wear)//14962999
Five-SeveN | Fowl Play (Well-Worn)//14962967
Five-SeveN | Hot Shot (Factory New)//18532766
Five-SeveN | Hot Shot (Minimal Wear)//18529307
Five-SeveN | Hyper Beast (Battle-Scarred)//175896325
Five-SeveN | Hyper Beast (Factory New)//175896455
Five-SeveN | Hyper Beast (Field-Tested)//175896289
Five-SeveN | Hyper Beast (Minimal Wear)//175896334
Five-SeveN | Kami (Minimal Wear)//3440105
Five-SeveN | Monkey Business (Battle-Scarred)//40092055
Five-SeveN | Monkey Business (Field-Tested)//40092038
Five-SeveN | Monkey Business (Minimal Wear)//40097842
Five-SeveN | Monkey Business (Well-Worn)//40092050
Five-SeveN | Nightshade (Field-Tested)//3440927
Five-SeveN | Nitro (Battle-Scarred)//49450564
Five-SeveN | Nitro (Factory New)//49594440
Five-SeveN | Nitro (Field-Tested)//49419453
Five-SeveN | Nitro (Minimal Wear)//49440518
Five-SeveN | Orange Peel (Minimal Wear)//2384427
Five-SeveN | Retrobution (Factory New)//84454691
Five-SeveN | Retrobution (Field-Tested)//84444528
Five-SeveN | Retrobution (Minimal Wear)//84444494
Five-SeveN | Retrobution (Well-Worn)//84444535
Five-SeveN | Scumbria (Factory New)//165027718
Five-SeveN | Scumbria (Minimal Wear)//165027641
Five-SeveN | Silver Quartz (Factory New)//2384084
Five-SeveN | Triumvirate (Factory New)//139654829
Five-SeveN | Triumvirate (Field-Tested)//139654781
Five-SeveN | Triumvirate (Minimal Wear)//139654809
Five-SeveN | Triumvirate (Well-Worn)//139673166
Five-SeveN | Urban Hazard (Factory New)//23853225
Five-SeveN | Urban Hazard (Minimal Wear)//23853223
Five-SeveN | Violent Daimyo (Factory New)//156113455
Five-SeveN | Violent Daimyo (Field-Tested)//156113429
Five-SeveN | Violent Daimyo (Minimal Wear)//156113453
Five-SeveN | Withered Vine (Factory New)//176262871
Five-SeveN | Withered Vine (Field-Tested)//176262670
Five-SeveN | Withered Vine (Minimal Wear)//176262963
Five-SeveN | Withered Vine (Well-Worn)//176263080
G3SG1 | Ancient Ritual (Factory New)//176209510
G3SG1 | Ancient Ritual (Field-Tested)//176209336
G3SG1 | Ancient Ritual (Minimal Wear)//176209508
G3SG1 | Demeter (Battle-Scarred)//1546412
G3SG1 | Demeter (Factory New)//1548221
G3SG1 | Demeter (Well-Worn)//1546553
G3SG1 | Dream Glade (Factory New)//176288598
G3SG1 | Flux (Battle-Scarred)//67061009
G3SG1 | Flux (Factory New)//67064073
G3SG1 | Flux (Field-Tested)//67061042
G3SG1 | Flux (Minimal Wear)//67061034
G3SG1 | Flux (Well-Worn)//67064076
G3SG1 | High Seas (Factory New)//175999974
G3SG1 | New Roots (Battle-Scarred)//176262979
G3SG1 | New Roots (Factory New)//176262889
G3SG1 | New Roots (Field-Tested)//176262828
G3SG1 | New Roots (Minimal Wear)//176262935
G3SG1 | Orange Kimono (Factory New)//49419472
G3SG1 | Orange Kimono (Field-Tested)//49419365
G3SG1 | Orange Kimono (Minimal Wear)//49419362
G3SG1 | Stinger (Factory New)//175854290
G3SG1 | The Executioner (Minimal Wear)//84483712
G3SG1 | Violet Murano (Factory New)//176097387
G3SG1 | Violet Murano (Minimal Wear)//176096661
Galil AR | Amber Fade (Factory New)//176262974
Galil AR | Amber Fade (Field-Tested)//176262806
Galil AR | Amber Fade (Minimal Wear)//176262693
Galil AR | Aqua Terrace (Field-Tested)//49419466
Galil AR | Blue Titanium (Factory New)//3440922
Galil AR | Cerberus (Battle-Scarred)//18529300
Galil AR | Cerberus (Factory New)//18556292
Galil AR | Cerberus (Field-Tested)//18529302
Galil AR | Cerberus (Minimal Wear)//18532779
Galil AR | Chatterbox (Battle-Scarred)//29207465
Galil AR | Chatterbox (Well-Worn)//29207455
Galil AR | Chromatic Aberration (Factory New)//176241046
Galil AR | Chromatic Aberration (Minimal Wear)//176241041
Galil AR | Chromatic Aberration (Well-Worn)//176240980
Galil AR | Connexion (Battle-Scarred)//176185942
Galil AR | Crimson Tsunami (Factory New)//175880306
Galil AR | Dusk Ruins (Factory New)//176209451
Galil AR | Dusk Ruins (Field-Tested)//176209240
Galil AR | Dusk Ruins (Minimal Wear)//176209579
Galil AR | Eco (Field-Tested)//40092026
Galil AR | Eco (Well-Worn)//40092063
Galil AR | Hunting Blind (Factory New)//2383836
Galil AR | Kami (Field-Tested)//8988558
Galil AR | Orange DDPAT (Minimal Wear)//1321710
Galil AR | Phoenix Blacklight (Factory New)//176209527
Galil AR | Phoenix Blacklight (Field-Tested)//176209410
Galil AR | Phoenix Blacklight (Minimal Wear)//176209505
Galil AR | Rocket Pop (Factory New)//49359104
Galil AR | Shattered (Battle-Scarred)//1546408
Galil AR | Shattered (Field-Tested)//1546419
Galil AR | Shattered (Minimal Wear)//1546548
Galil AR | Signal (Factory New)//176024822
Galil AR | Stone Cold (Factory New)//67061035
Galil AR | Sugar Rush (Battle-Scarred)//175896418
Galil AR | Sugar Rush (Field-Tested)//175896301
Galil AR | Sugar Rush (Minimal Wear)//175896302
Galil AR | Tornado (Battle-Scarred)//176096577
Galil AR | Tornado (Field-Tested)//176096426
Galil AR | Tornado (Minimal Wear)//176096534
Galil AR | Tornado (Well-Worn)//176096482
Galil AR | Tuxedo (Factory New)//8989837
Galil AR | Tuxedo (Field-Tested)//8988639
Galil AR | Urban Rubble (Factory New)//49430990
Galil AR | Urban Rubble (Minimal Wear)//49430989
Galil AR | Winter Forest (Minimal Wear)//1321543
Getaway Sally | The Professionals//176209194
Glock-18 | Blue Fissure (Battle-Scarred)//6820507
Glock-18 | Blue Fissure (Factory New)//6822192
Glock-18 | Blue Fissure (Field-Tested)//6820891
Glock-18 | Blue Fissure (Minimal Wear)//6821036
Glock-18 | Brass (Factory New)//1322612
Glock-18 | Brass (Field-Tested)//1321614
Glock-18 | Brass (Minimal Wear)//1321836
Glock-18 | Brass (Well-Worn)//1322008
Glock-18 | Bullet Queen (Battle-Scarred)//176118388
Glock-18 | Bullet Queen (Factory New)//176118426
Glock-18 | Bullet Queen (Field-Tested)//176118407
Glock-18 | Bullet Queen (Minimal Wear)//176118382
Glock-18 | Bullet Queen (Well-Worn)//176118319
Glock-18 | Bunsen Burner (Factory New)//49359069
Glock-18 | Bunsen Burner (Field-Tested)//49359050
Glock-18 | Bunsen Burner (Minimal Wear)//49359061
Glock-18 | Candy Apple (Factory New)//2383388
Glock-18 | Candy Apple (Field-Tested)//2384823
Glock-18 | Candy Apple (Minimal Wear)//2383902
Glock-18 | Catacombs (Battle-Scarred)//29205239
Glock-18 | Catacombs (Factory New)//29205221
Glock-18 | Catacombs (Field-Tested)//29205218
Glock-18 | Catacombs (Minimal Wear)//29205237
Glock-18 | Catacombs (Well-Worn)//29205215
Glock-18 | Clear Polymer (Factory New)//176240985
Glock-18 | Death Rattle (Minimal Wear)//8989608
Glock-18 | Dragon Tattoo (Factory New)//1321343
Glock-18 | Franklin (Factory New)//176209632
Glock-18 | Franklin (Field-Tested)//176209358
Glock-18 | Franklin (Minimal Wear)//176209608
Glock-18 | Franklin (Well-Worn)//176210029
Glock-18 | Grinder (Factory New)//23853241
Glock-18 | Grinder (Field-Tested)//23853256
Glock-18 | Grinder (Minimal Wear)//23853236
Glock-18 | Groundwater (Factory New)//2421501
Glock-18 | Groundwater (Field-Tested)//2383901
Glock-18 | Groundwater (Well-Worn)//2385153
Glock-18 | High Beam (Factory New)//176012363
Glock-18 | Ironwork (Factory New)//175854242
Glock-18 | Ironwork (Minimal Wear)//175854236
Glock-18 | Moonrise (Battle-Scarred)//175966810
Glock-18 | Moonrise (Factory New)//175966793
Glock-18 | Moonrise (Field-Tested)//175966774
Glock-18 | Moonrise (Minimal Wear)//175966756
Glock-18 | Neo-Noir (Battle-Scarred)//176209415
Glock-18 | Neo-Noir (Factory New)//176209513
Glock-18 | Neo-Noir (Field-Tested)//176209329
Glock-18 | Neo-Noir (Minimal Wear)//176209324
Glock-18 | Neo-Noir (Well-Worn)//176209458
Glock-18 | Night (Battle-Scarred)//14953223
Glock-18 | Night (Field-Tested)//14946489
Glock-18 | Night (Minimal Wear)//14953181
Glock-18 | Nuclear Garden (Battle-Scarred)//176012498
Glock-18 | Nuclear Garden (Factory New)//176012441
Glock-18 | Nuclear Garden (Field-Tested)//176012513
Glock-18 | Nuclear Garden (Minimal Wear)//176012481
Glock-18 | Off World (Factory New)//175917371
Glock-18 | Off World (Field-Tested)//175917241
Glock-18 | Off World (Minimal Wear)//175917309
Glock-18 | Oxide Blaze (Factory New)//176024784
Glock-18 | Pink DDPAT (Factory New)//176263250
Glock-18 | Pink DDPAT (Field-Tested)//176262973
Glock-18 | Pink DDPAT (Minimal Wear)//176263018
Glock-18 | Ramese's Reach (Field-Tested)//176369947
Glock-18 | Ramese's Reach (Minimal Wear)//176369967
Glock-18 | Ramese's Reach (Well-Worn)//176369965
Glock-18 | Reactor (Battle-Scarred)//18529304
Glock-18 | Reactor (Factory New)//18534603
Glock-18 | Reactor (Field-Tested)//18529290
Glock-18 | Reactor (Minimal Wear)//18532773
Glock-18 | Reactor (Well-Worn)//18531008
Glock-18 | Red Tire (Factory New)//176262916
Glock-18 | Royal Legion (Battle-Scarred)//139654790
Glock-18 | Royal Legion (Factory New)//139654860
Glock-18 | Royal Legion (Field-Tested)//139654839
Glock-18 | Royal Legion (Minimal Wear)//139654814
Glock-18 | Royal Legion (Well-Worn)//139654850
Glock-18 | Sacrifice (Factory New)//176091814
Glock-18 | Sand Dune (Battle-Scarred)//1544526
Glock-18 | Sand Dune (Field-Tested)//1544658
Glock-18 | Snack Attack (Battle-Scarred)//176262630
Glock-18 | Snack Attack (Factory New)//176263126
Glock-18 | Snack Attack (Field-Tested)//176262672
Glock-18 | Snack Attack (Minimal Wear)//176262891
Glock-18 | Snack Attack (Well-Worn)//176262912
Glock-18 | Steel Disruption (Factory New)//15490366
Glock-18 | Steel Disruption (Field-Tested)//15492593
Glock-18 | Steel Disruption (Minimal Wear)//15492601
Glock-18 | Twilight Galaxy (Field-Tested)//49653168
Glock-18 | Umbral Rabbit (Factory New)//176358804
Glock-18 | Vogue (Battle-Scarred)//176186063
Glock-18 | Vogue (Factory New)//176186004
Glock-18 | Vogue (Field-Tested)//176185914
Glock-18 | Vogue (Minimal Wear)//176185916
Glock-18 | Vogue (Well-Worn)//176186164
Glock-18 | Warhawk (Factory New)//175999963
Glock-18 | Warhawk (Minimal Wear)//175999917
Glock-18 | Wasteland Rebel (Battle-Scarred)//156140149
Glock-18 | Wasteland Rebel (Factory New)//156140138
Glock-18 | Wasteland Rebel (Field-Tested)//156113511
Glock-18 | Wasteland Rebel (Minimal Wear)//156117110
Glock-18 | Wasteland Rebel (Well-Worn)//156162311
Glock-18 | Water Elemental (Battle-Scarred)//14962988
Glock-18 | Water Elemental (Factory New)//14962983
Glock-18 | Water Elemental (Field-Tested)//14962951
Glock-18 | Water Elemental (Minimal Wear)//14962920
Glock-18 | Weasel (Battle-Scarred)//165031002
Glock-18 | Weasel (Factory New)//165031014
Glock-18 | Weasel (Field-Tested)//165027686
Glock-18 | Weasel (Minimal Wear)//165027649
Glock-18 | Weasel (Well-Worn)//165027701
Glock-18 | Wraiths (Battle-Scarred)//67060953
Glock-18 | Wraiths (Factory New)//67061039
Glock-18 | Wraiths (Field-Tested)//67060963
Glock-18 | Wraiths (Well-Worn)//67061036
Guardian 3 Pin//175970599
Guardian Elite Pin//154300186
Health Pin//176116896
Howl Pin//175970601
Hydra Pin//175970603
Jungle Rebel | Elite Crew//176263544
Lambda Pin//176116891
Lieutenant Rex Krikey | SEAL Frogman//176262793
Little Kev | The Professionals//176209199
Lt. Commander Ricksaw | NSWC SEAL//176096463
M249 | Blizzard Marbleized (Minimal Wear)//1321818
M249 | Downtown (Factory New)//176321197
M249 | Emerald Poison Dart (Factory New)//175880297
M249 | Humidor (Factory New)//176262677
M249 | Humidor (Field-Tested)//176262844
M249 | Humidor (Minimal Wear)//176262720
M249 | Jungle (Battle-Scarred)//176096841
M249 | Jungle (Factory New)//176097469
M249 | Jungle (Minimal Wear)//176096587
M249 | Jungle (Well-Worn)//176096602
M249 | Midnight Palm (Battle-Scarred)//176263086
M249 | Midnight Palm (Factory New)//176262905
M249 | Midnight Palm (Field-Tested)//176262875
M249 | Midnight Palm (Minimal Wear)//176262836
M249 | Midnight Palm (Well-Worn)//176262882
M249 | Nebula Crusader (Factory New)//67061017
M249 | Nebula Crusader (Minimal Wear)//67061001
M249 | Shipping Forecast (Factory New)//49419458
M4A1-S | Atomic Alloy (Battle-Scarred)//8989615
M4A1-S | Atomic Alloy (Field-Tested)//8988613
M4A1-S | Atomic Alloy (Minimal Wear)//8988630
M4A1-S | Atomic Alloy (Well-Worn)//8989553
M4A1-S | Basilisk (Battle-Scarred)//23853265
M4A1-S | Basilisk (Factory New)//23853249
M4A1-S | Basilisk (Field-Tested)//23853237
M4A1-S | Basilisk (Minimal Wear)//23853238
M4A1-S | Basilisk (Well-Worn)//23853268
M4A1-S | Blood Tiger (Factory New)//1917040
M4A1-S | Blood Tiger (Field-Tested)//1917616
M4A1-S | Blood Tiger (Minimal Wear)//1916933
M4A1-S | Boreal Forest (Minimal Wear)//2384455
M4A1-S | Briefing (Battle-Scarred)//175896295
M4A1-S | Briefing (Factory New)//175896338
M4A1-S | Briefing (Field-Tested)//175896278
M4A1-S | Briefing (Minimal Wear)//175896292
M4A1-S | Briefing (Well-Worn)//175896354
M4A1-S | Bright Water (Field-Tested)//1546355
M4A1-S | Bright Water (Minimal Wear)//1546474
M4A1-S | Chantico's Fire (Battle-Scarred)//149869062
M4A1-S | Chantico's Fire (Factory New)//149898786
M4A1-S | Chantico's Fire (Field-Tested)//149872470
M4A1-S | Chantico's Fire (Minimal Wear)//149872483
M4A1-S | Chantico's Fire (Well-Worn)//149872485
M4A1-S | Control Panel (Battle-Scarred)//176012487
